21:53:56.067,21:53:54.353,<---,DL DCCH,LTE,LTE rrcConnectionReconfiguration,Split Bearer Config / Split Bearer Config (Primary Path: SCG / ul-DataSplitThreshold: b51200)
21:53:56.092,21:53:54.359,--->,UL DCCH,LTE,LTE rrcConnectionReconfigurationComplete,
21:54:04.075,21:54:02.245,--->,UL DCCH,LTE,LTE measurementReport,Event : B1_NR_r15 / Serving(-77, -10.0), Neighbor(nr-arfcn 658080, pci 705, rsrp -67.0, rsrq -11.0)
21:54:04.131,21:54:02.366,<---,DL DCCH,LTE,LTE rrcConnectionReconfiguration,ENDC LTE HO Request / Split Bearer Config / keyToUse : secondary / cellGroupId : 1 / absoluteFrequencySSB : 658080 / SubcarrierSpacing : kHz30 / carrierBandwidth : 217 / frequencyBandList : 77 / Split Bearer Config (Primary Path: SCG / ul-DataSplitThreshold: b3200)
21:54:04.133,21:54:02.384,--->,UL DCCH,LTE,LTE rrcConnectionReconfigurationComplete,ENDC LTE HO Success
21:54:04.152,21:54:02.419,,5GNR RACH,5GNR,5GNR MAC RACH Trigger,CONNECTION_REQUEST
21:54:04.154,21:54:02.435,,5GNR RACH,5GNR,5GNR MAC RACH Attempt,SUCCESS
21:54:04.178,21:54:02.466,<---,BCCH:DL SCH,LTE,LTE systemInformation - sib2,UPPR[1]: True, UPPR[2]: True
21:54:14.474,21:54:12.721,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-74, -9.5)
21:54:19.952,21:54:18.127,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-74, -9.5)
21:54:24.999,21:54:23.247,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-74, -11.0)
21:54:30.108,21:54:28.367,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-74, -9.5)
21:54:35.204,21:54:33.487,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-73, -9.5)
21:54:40.370,21:54:38.640,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-76, -9.5)
21:54:45.485,21:54:43.761,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-78, -9.5)
21:54:50.610,21:54:48.880,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-75, -9.0)
21:54:55.725,21:54:54.001,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-78, -9.0)
21:55:00.837,21:54:59.121,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-83, -9.5)
21:55:01.563,21:54:59.837,<---,DL DCCH,LTE,LTE rrcConnectionReconfiguration,cellGroupId : 1
21:55:01.564,21:54:59.845,--->,UL DCCH,LTE,LTE rrcConnectionReconfigurationComplete,
21:55:05.975,21:55:04.241,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-79, -10.5)
21:55:11.094,21:55:09.369,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-81, -13.0)
21:55:12.670,21:55:10.929,--->,UL DCCH,LTE,LTE measurementReport,Event : A3 / Serving(-84, -15.0)
21:55:12.839,21:55:11.111,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportCGI / Serving(-84, -15.0)
21:55:12.890,21:55:11.170,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-84, -15.0)
21:55:13.878,21:55:12.148,--->,UL DCCH,5GNR,5GNR measurementReport,Event: A3 / Serving(pci 705, ss-rsrp -75.0, ss-rsrq -17.0) / Neighbor(pci 620, ss-rsrp -66.0, ss-rsrq -11.5)
21:55:13.915,21:55:12.186,<---,DL DCCH,LTE,LTE rrcConnectionReconfiguration,ENDC SN Release Request / Split Bearer Config / cellGroupId : 1 / absoluteFrequencySSB : 658080 / SubcarrierSpacing : kHz30 / carrierBandwidth : 217 / frequencyBandList : 77 / Split Bearer Config (Primary Path: SCG / ul-DataSplitThreshold: b3200)
21:55:13.916,21:55:12.196,--->,UL DCCH,LTE,LTE rrcConnectionReconfigurationComplete,ENDC SN Release Success
21:55:13.937,21:55:12.209,--->,UL DCCH,LTE,LTE measurementReport,Event : A3 / Serving(-84, -15.5)
21:55:13.938,21:55:12.210,,5GNR RACH,5GNR,5GNR MAC RACH Trigger,HANDOVER
21:55:13.956,21:55:12.235,,5GNR RACH,5GNR,5GNR MAC RACH Attempt,SUCCESS
21:55:14.095,21:55:12.377,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportCGI / Serving(-84, -16.0)
21:55:14.145,21:55:12.422,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-84, -16.0)
21:55:14.225,21:55:12.502,--->,UL DCCH,LTE,LTE measurementReport,Event : A3 / Serving(-84, -16.0)
21:55:14.387,21:55:12.667,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportCGI / Serving(-85, -16.0)
21:55:14.426,21:55:12.702,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-85, -16.0)
21:55:14.504,21:55:12.782,--->,UL DCCH,LTE,LTE measurementReport,Event : A3 / Serving(-85, -16.0)
21:55:14.681,21:55:12.961,<---,BCCH:DL SCH,LTE,LTE systemInformation - sib2,UPPR[1]: True, UPPR[2]: True
21:55:15.444,21:55:13.700,--->,UL DCCH,LTE,LTE measurementReport,Event : B1_NR_r15 / Serving(-81, -12.5), Neighbor(nr-arfcn 658080, pci 620, rsrp -67.0, rsrq -11.5)
21:55:15.556,21:55:13.844,--->,UL DCCH,LTE,LTE measurementReport,Event : B1_NR_r15 / Serving(-83, -13.0), Neighbor(nr-arfcn 658080, pci 620, rsrp -67.0, rsrq -11.5)
21:55:15.686,21:55:13.965,--->,UL DCCH,LTE,LTE measurementReport,Event : B1_NR_r15 / Serving(-84, -13.5), Neighbor(nr-arfcn 658080, pci 620, rsrp -67.0, rsrq -11.5)
21:55:15.827,21:55:14.100,--->,UL DCCH,LTE,LTE measurementReport,Event : B1_NR_r15 / Serving(-85, -13.0), Neighbor(nr-arfcn 174770, pci 620, rsrp -68.0, rsrq -12.5)
21:55:15.827,21:55:14.100,--->,UL DCCH,LTE,LTE measurementReport,Event : B1_NR_r15 / Serving(-85, -13.0), Neighbor(nr-arfcn 658080, pci 620, rsrp -67.0, rsrq -11.5)
21:55:15.963,21:55:14.244,--->,UL DCCH,LTE,LTE measurementReport,Event : B1_NR_r15 / Serving(-85, -12.5), Neighbor(nr-arfcn 658080, pci 620, rsrp -69.0, rsrq -13.0)
21:55:15.963,21:55:14.244,--->,UL DCCH,LTE,LTE measurementReport,Event : B1_NR_r15 / Serving(-85, -12.5), Neighbor(nr-arfcn 174770, pci 620, rsrp -68.0, rsrq -12.5)
21:55:16.084,21:55:14.365,--->,UL DCCH,LTE,LTE measurementReport,Event : B1_NR_r15 / Serving(-83, -12.0), Neighbor(nr-arfcn 658080, pci 620, rsrp -69.0, rsrq -13.0)
21:55:16.084,21:55:14.365,--->,UL DCCH,LTE,LTE measurementReport,Event : B1_NR_r15 / Serving(-83, -12.0), Neighbor(nr-arfcn 174770, pci 620, rsrp -68.0, rsrq -12.5)
21:55:16.223,21:55:14.500,--->,UL DCCH,LTE,LTE measurementReport,Event : B1_NR_r15 / Serving(-83, -12.0), Neighbor(nr-arfcn 658080, pci 620, rsrp -69.0, rsrq -13.0)
21:55:16.223,21:55:14.500,--->,UL DCCH,LTE,LTE measurementReport,Event : B1_NR_r15 / Serving(-83, -12.0), Neighbor(nr-arfcn 174770, pci 620, rsrp -68.0, rsrq -12.5)
21:55:16.372,21:55:14.644,--->,UL DCCH,LTE,LTE measurementReport,Event : B1_NR_r15 / Serving(-85, -12.5), Neighbor(nr-arfcn 658080, pci 620, rsrp -69.0, rsrq -13.0)
21:55:16.372,21:55:14.644,--->,UL DCCH,LTE,LTE measurementReport,Event : B1_NR_r15 / Serving(-85, -12.5), Neighbor(nr-arfcn 174770, pci 620, rsrp -68.0, rsrq -12.0)
21:55:16.502,21:55:14.770,<---,DL DCCH,LTE,LTE rrcConnectionReconfiguration,ENDC LTE HO Request(DiffLTE-SameNR) / Split Bearer Config / keyToUse : secondary / cellGroupId : 1 / absoluteFrequencySSB : 658080 / SubcarrierSpacing : kHz30 / carrierBandwidth : 217 / frequencyBandList : 77 / Split Bearer Config (Primary Path: SCG / ul-DataSplitThreshold: b3200)
21:55:16.533,21:55:14.794,--->,UL DCCH,LTE,LTE rrcConnectionReconfigurationComplete,ENDC LTE HO Success
21:55:16.560,21:55:14.824,,5GNR RACH,5GNR,5GNR MAC RACH Trigger,CONNECTION_REQUEST
21:55:16.561,21:55:14.845,,5GNR RACH,5GNR,5GNR MAC RACH Attempt,SUCCESS
21:55:16.585,21:55:14.866,<---,BCCH:DL SCH,LTE,LTE systemInformation - sib2,UPPR[1]: True, UPPR[2]: True
21:55:23.287,21:55:21.568,--->,UL DCCH,5GNR,5GNR measurementReport,Event: A3 / Serving(pci 620, ss-rsrp -74.0, ss-rsrq -16.0) / Neighbor(pci 705, ss-rsrp -70.0, ss-rsrq -11.0)
21:55:23.316,21:55:21.595,<---,DL DCCH,LTE,LTE rrcConnectionReconfiguration,ENDC SN Release Request / Split Bearer Config / cellGroupId : 1 / absoluteFrequencySSB : 658080 / SubcarrierSpacing : kHz30 / carrierBandwidth : 217 / frequencyBandList : 77 / Split Bearer Config (Primary Path: SCG / ul-DataSplitThreshold: b3200)
21:55:23.331,21:55:21.616,--->,UL DCCH,LTE,LTE rrcConnectionReconfigurationComplete,ENDC SN Release Success
21:55:23.349,21:55:21.630,,5GNR RACH,5GNR,5GNR MAC RACH Trigger,HANDOVER
21:55:23.373,21:55:21.655,,5GNR RACH,5GNR,5GNR MAC RACH Attempt,SUCCESS
21:55:23.451,21:55:21.737,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-80, -11.0)
21:55:26.629,21:55:24.883,<---,DL DCCH,LTE,LTE rrcConnectionReconfiguration,cellGroupId : 1
21:55:26.630,21:55:24.892,--->,UL DCCH,LTE,LTE rrcConnectionReconfigurationComplete,
21:55:28.612,21:55:26.889,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-78, -9.5)
21:55:33.742,21:55:32.009,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-79, -9.0)
21:55:38.871,21:55:37.128,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-79, -10.0)
21:55:42.639,21:55:40.908,--->,UL DCCH,5GNR,5GNR measurementReport,Event: A3 / Serving(pci 705, ss-rsrp -73.0, ss-rsrq -17.5) / Neighbor(pci 620, ss-rsrp -67.0, ss-rsrq -11.5)
21:55:42.683,21:55:40.966,<---,DL DCCH,LTE,LTE rrcConnectionReconfiguration,ENDC SN Release Request / Split Bearer Config / cellGroupId : 1 / absoluteFrequencySSB : 658080 / SubcarrierSpacing : kHz30 / carrierBandwidth : 217 / frequencyBandList : 77 / Split Bearer Config (Primary Path: SCG / ul-DataSplitThreshold: b3200)
21:55:42.704,21:55:40.978,--->,UL DCCH,LTE,LTE rrcConnectionReconfigurationComplete,ENDC SN Release Success
21:55:42.722,21:55:40.992,,5GNR RACH,5GNR,5GNR MAC RACH Trigger,HANDOVER
21:55:42.722,21:55:41.005,,5GNR RACH,5GNR,5GNR MAC RACH Attempt,SUCCESS
21:55:43.958,21:55:42.223,<---,DL DCCH,LTE,LTE rrcConnectionReconfiguration,cellGroupId : 1
21:55:43.959,21:55:42.230,--->,UL DCCH,LTE,LTE rrcConnectionReconfigurationComplete,
21:55:43.989,21:55:42.264,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-80, -10.5)
21:55:49.119,21:55:47.385,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-83, -13.0)
21:55:52.947,21:55:51.224,--->,UL DCCH,LTE,LTE measurementReport,Event : A2 / Serving(-83, -12.0)
21:55:54.231,21:55:52.504,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-80, -12.0)
21:55:59.340,21:55:57.624,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-87, -16.5)
21:55:59.472,21:55:57.744,--->,UL DCCH,LTE,LTE measurementReport,Event : A3 / Serving(-87, -16.5)
21:55:59.590,21:55:57.822,<---,DL DCCH,LTE,LTE rrcConnectionReconfiguration,ENDC LTE HO Request(DiffLTE-SameNR) / Split Bearer Config / keyToUse : secondary / cellGroupId : 1 / absoluteFrequencySSB : 658080 / SubcarrierSpacing : kHz30 / carrierBandwidth : 217 / frequencyBandList : 77 / Split Bearer Config (Primary Path: SCG / ul-DataSplitThreshold: b3200)
21:55:59.612,21:55:57.879,--->,UL DCCH,LTE,LTE rrcConnectionReconfigurationComplete,ENDC LTE HO Success
21:55:59.612,21:55:57.879,,5GNR RACH,5GNR,5GNR MAC RACH Trigger,HANDOVER
21:55:59.643,21:55:57.895,,5GNR RACH,5GNR,5GNR MAC RACH Attempt,SUCCESS
21:55:59.658,21:55:57.926,<---,BCCH:DL SCH,LTE,LTE systemInformation - sib2,UPPR[1]: True, UPPR[2]: True
21:56:00.828,21:55:59.108,<---,DL DCCH,LTE,LTE rrcConnectionReconfiguration,cellGroupId : 1
21:56:00.839,21:55:59.115,--->,UL DCCH,LTE,LTE rrcConnectionReconfigurationComplete,
21:56:00.882,21:55:59.165,--->,UL DCCH,LTE,LTE measurementReport,Event : A2 / Serving(-89, -15.0)
21:56:02.232,21:56:00.485,--->,UL DCCH,LTE,LTE measurementReport,Event : A3 / Serving(-88, -16.5)
21:56:02.307,21:56:00.568,<---,DL DCCH,LTE,LTE rrcConnectionReconfiguration,ENDC LTE HO Request(DiffLTE-SameNR) / Split Bearer Config / keyToUse : secondary / cellGroupId : 1 / absoluteFrequencySSB : 658080 / SubcarrierSpacing : kHz30 / carrierBandwidth : 217 / frequencyBandList : 77 / Split Bearer Config (Primary Path: SCG / ul-DataSplitThreshold: b3200)
21:56:02.372,21:56:00.618,--->,UL DCCH,LTE,LTE rrcConnectionReconfigurationComplete,ENDC LTE HO Success
21:56:02.372,21:56:00.618,,5GNR RACH,5GNR,5GNR MAC RACH Trigger,HANDOVER
21:56:02.373,21:56:00.635,,5GNR RACH,5GNR,5GNR MAC RACH Attempt,SUCCESS
21:56:02.390,21:56:00.666,<---,BCCH:DL SCH,LTE,LTE systemInformation - sib2,UPPR[1]: True, UPPR[2]: True
21:56:03.510,21:56:01.785,--->,UL DCCH,LTE,LTE measurementReport,Event : A2 / Serving(-84, -14.5)
21:56:03.572,21:56:01.848,<---,DL DCCH,LTE,LTE rrcConnectionReconfiguration,cellGroupId : 1
21:56:03.573,21:56:01.856,--->,UL DCCH,LTE,LTE rrcConnectionReconfigurationComplete,
21:56:09.495,21:56:07.771,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-84, -14.0)
21:56:12.135,21:56:10.411,--->,UL DCCH,LTE,LTE measurementReport,Event : A5 / Serving(-87, -17.0)
21:56:12.386,21:56:10.651,--->,UL DCCH,LTE,LTE measurementReport,Event : A3 / Serving(-88, -17.0)
21:56:12.848,21:56:11.132,--->,UL DCCH,LTE,LTE measurementReport,Event : A3 / Serving(-89, -17.5)
21:56:13.094,21:56:11.371,--->,UL DCCH,LTE,LTE measurementReport,Event : A3 / Serving(-89, -18.5)
21:56:13.173,21:56:11.451,--->,UL DCCH,LTE,LTE measurementReport,Event : A5 / Serving(-90, -19.5)
21:56:13.591,21:56:11.851,--->,UL DCCH,LTE,LTE measurementReport,Event : A3 / Serving(-91, -20.0)
21:56:13.688,21:56:11.971,--->,UL DCCH,LTE,LTE measurementReport,Event : A2 / Serving(-92, -20.0)
21:56:13.726,21:56:12.004,<---,DL DCCH,LTE,LTE rrcConnectionReconfiguration,cellGroupId : 1
21:56:13.727,21:56:12.009,--->,UL DCCH,LTE,LTE rrcConnectionReconfigurationComplete,
21:56:14.079,21:56:12.345,--->,UL DCCH,LTE,LTE measurementReport,Event : A3 / Serving(-94, -20.0)
21:56:14.171,21:56:12.430,<---,DL DCCH,LTE,LTE rrcConnectionReconfiguration,ENDC LTE HO Request(DiffLTE-SameNR) / Split Bearer Config / keyToUse : secondary / cellGroupId : 1 / absoluteFrequencySSB : 658080 / SubcarrierSpacing : kHz30 / carrierBandwidth : 217 / frequencyBandList : 77 / Split Bearer Config (Primary Path: SCG / ul-DataSplitThreshold: b3200)
21:56:14.207,21:56:12.459,--->,UL DCCH,LTE,LTE rrcConnectionReconfigurationComplete,ENDC LTE HO Success
21:56:14.207,21:56:12.459,,5GNR RACH,5GNR,5GNR MAC RACH Trigger,HANDOVER
21:56:14.232,21:56:12.485,,5GNR RACH,5GNR,5GNR MAC RACH Attempt,SUCCESS
21:56:14.283,21:56:12.561,<---,BCCH:DL SCH,LTE,LTE systemInformation - sib2,UPPR[1]: True, UPPR[2]: True
21:56:15.947,21:56:14.225,--->,UL DCCH,LTE,LTE measurementReport,Event : A5 / Serving(-92, -15.5)
21:56:17.424,21:56:15.703,<---,DL DCCH,LTE,LTE rrcConnectionReconfiguration,cellGroupId : 1
21:56:17.430,21:56:15.711,--->,UL DCCH,LTE,LTE rrcConnectionReconfigurationComplete,
21:56:19.396,21:56:17.665,--->,UL DCCH,LTE,LTE measurementReport,Event : A5 / Serving(-88, -15.5)
21:56:20.435,21:56:18.705,--->,UL DCCH,LTE,LTE measurementReport,Event : A5 / Serving(-88, -15.0)
21:56:22.186,21:56:20.465,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-86, -11.0)
21:56:27.328,21:56:25.586,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-93, -11.5)
21:56:30.579,21:56:28.846,--->,UL DCCH,LTE,LTE measurementReport,Event : A5 / Serving(-95, -15.0)
21:56:31.617,21:56:29.886,--->,UL DCCH,LTE,LTE measurementReport,Event : A5 / Serving(-90, -15.0)
21:56:32.449,21:56:30.726,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-91, -16.0)
21:56:32.653,21:56:30.926,--->,UL DCCH,LTE,LTE measurementReport,Event : A5 / Serving(-91, -16.5)
21:56:33.697,21:56:31.966,--->,UL DCCH,LTE,LTE measurementReport,Event : A5 / Serving(-91, -16.5)
21:56:34.744,21:56:33.006,--->,UL DCCH,LTE,LTE measurementReport,Event : A5 / Serving(-88, -14.5)
21:56:35.561,21:56:33.846,--->,UL DCCH,LTE,LTE measurementReport,Event : A3 / Serving(-91, -18.0)
21:56:35.693,21:56:33.924,<---,DL DCCH,LTE,LTE rrcConnectionReconfiguration,ENDC LTE HO Request(DiffLTE-SameNR) / Split Bearer Config / keyToUse : secondary / cellGroupId : 1 / absoluteFrequencySSB : 658080 / SubcarrierSpacing : kHz30 / carrierBandwidth : 217 / frequencyBandList : 77 / Split Bearer Config (Primary Path: SCG / ul-DataSplitThreshold: b3200)
21:56:35.729,21:56:33.979,--->,UL DCCH,LTE,LTE rrcConnectionReconfigurationComplete,ENDC LTE HO Success
21:56:35.729,21:56:33.979,,5GNR RACH,5GNR,5GNR MAC RACH Trigger,HANDOVER
21:56:35.729,21:56:33.995,,5GNR RACH,5GNR,5GNR MAC RACH Attempt,SUCCESS
21:56:35.802,21:56:34.081,<---,BCCH:DL SCH,LTE,LTE systemInformation - sib2,UPPR[1]: True, UPPR[2]: True
21:56:35.890,21:56:34.161,<---,BCCH:DL SCH,LTE,LTE systemInformation - sib2,UPPR[1]: True, UPPR[2]: True
21:56:38.757,21:56:37.025,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-83, -12.5)
21:56:39.839,21:56:38.123,<---,DL DCCH,LTE,LTE rrcConnectionReconfiguration,cellGroupId : 1
21:56:39.852,21:56:38.132,--->,UL DCCH,LTE,LTE rrcConnectionReconfigurationComplete,
21:56:43.873,21:56:42.145,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-85, -13.0)
21:56:48.988,21:56:47.265,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-88, -11.5)
21:56:54.117,21:56:52.385,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-88, -12.0)
21:56:59.254,21:56:57.527,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-85, -12.5)
21:57:02.858,21:57:01.127,--->,UL DCCH,LTE,LTE measurementReport,Event : A5 / Serving(-91, -16.5)
21:57:03.897,21:57:02.167,--->,UL DCCH,LTE,LTE measurementReport,Event : A5 / Serving(-90, -16.0)
21:57:04.212,21:57:02.487,--->,UL DCCH,LTE,LTE measurementReport,Event : A5 / Serving(-89, -16.0)
21:57:04.396,21:57:02.647,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-89, -15.0)
21:57:04.795,21:57:03.047,--->,UL DCCH,LTE,LTE measurementReport,Event : A5 / Serving(-91, -16.0)
21:57:05.653,21:57:03.927,--->,UL DCCH,LTE,LTE measurementReport,Event : A3 / Serving(-92, -18.0)
21:57:05.748,21:57:04.007,<---,DL DCCH,LTE,LTE rrcConnectionReconfiguration,ENDC LTE HO Request(DiffLTE-SameNR) / Split Bearer Config / keyToUse : secondary / cellGroupId : 1 / absoluteFrequencySSB : 658080 / SubcarrierSpacing : kHz30 / carrierBandwidth : 217 / frequencyBandList : 77 / Split Bearer Config (Primary Path: SCG / ul-DataSplitThreshold: b3200)
21:57:05.817,21:57:04.059,--->,UL DCCH,LTE,LTE rrcConnectionReconfigurationComplete,ENDC LTE HO Success
21:57:05.817,21:57:04.059,,5GNR RACH,5GNR,5GNR MAC RACH Trigger,HANDOVER
21:57:05.818,21:57:04.075,,5GNR RACH,5GNR,5GNR MAC RACH Attempt,SUCCESS
21:57:05.830,21:57:04.106,<---,BCCH:DL SCH,LTE,LTE systemInformation - sib2,UPPR[1]: True, UPPR[2]: True
21:57:10.243,21:57:08.507,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-87, -11.0)
21:57:15.035,21:57:13.288,<---,DL DCCH,LTE,LTE rrcConnectionReconfiguration,cellGroupId : 1
21:57:15.036,21:57:13.296,--->,UL DCCH,LTE,LTE rrcConnectionReconfigurationComplete,
21:57:15.358,21:57:13.627,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-88, -12.0)
21:57:20.464,21:57:18.747,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-88, -14.5)
21:57:23.722,21:57:21.987,--->,UL DCCH,LTE,LTE measurementReport,Event : A3 / Serving(-88, -16.5)
21:57:23.832,21:57:22.066,<---,DL DCCH,LTE,LTE rrcConnectionReconfiguration,ENDC LTE HO Request(DiffLTE-SameNR) / Split Bearer Config / keyToUse : secondary / cellGroupId : 1 / absoluteFrequencySSB : 658080 / SubcarrierSpacing : kHz30 / carrierBandwidth : 217 / frequencyBandList : 77 / Split Bearer Config (Primary Path: SCG / ul-DataSplitThreshold: b3200)
21:57:23.867,21:57:22.118,--->,UL DCCH,LTE,LTE rrcConnectionReconfigurationComplete,ENDC LTE HO Success
21:57:23.867,21:57:22.118,,5GNR RACH,5GNR,5GNR MAC RACH Trigger,HANDOVER
21:57:23.882,21:57:22.135,,5GNR RACH,5GNR,5GNR MAC RACH Attempt,SUCCESS
21:57:23.970,21:57:22.241,<---,BCCH:DL SCH,LTE,LTE systemInformation - sib2,UPPR[1]: True, UPPR[2]: True
21:57:24.528,21:57:22.801,<---,BCCH:DL SCH,LTE,LTE systemInformation - sib2,UPPR[1]: True, UPPR[2]: True
21:57:25.016,21:57:23.285,--->,UL DCCH,LTE,LTE measurementReport,Event : A2 / Serving(-84, -9.5)
21:57:27.079,21:57:25.348,<---,DL DCCH,LTE,LTE rrcConnectionReconfiguration,cellGroupId : 1
21:57:27.079,21:57:25.356,--->,UL DCCH,LTE,LTE rrcConnectionReconfigurationComplete,
21:57:30.975,21:57:29.245,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-83, -9.5)
21:57:36.099,21:57:34.365,--->,UL DCCH,LTE,LTE measurementReport,Event : periodical / Purpose : reportStrongestCells / Serving(-87, -9.5)
